Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density ,maximum height,seed mass,seed volume,flowering duration,source,source notes
Cryptocarya glaucescens,10.870,mm2/mg,,,,24.000,,10.000,323.990,,,AUSTRAITS_dataset_10,
Elattostachys nervosa,,,,,,24.000,,,,,,AUSTRAITS_dataset_68,
Elattostachys nervosa,,,,,,24.000,,,,,,AUSTRAITS_dataset_68,
Mallotus philippensis,,,,,,24.000,,,,,,AUSTRAITS_dataset_68,
Mallotus philippensis,,,,,,24.000,,,,,,AUSTRAITS_dataset_68,
Syzygium oleosum,,,,,,24.000,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,13.330,mm2/mg,,,,24.070,,4.000,8.150,,,AUSTRAITS_dataset_10,
Eupomatia laurina,,,,,,24.070,,,,,,AUSTRAITS_dataset_68,
Rhodamnia argentea,,,,,,24.080,,,,,,AUSTRAITS_dataset_68,
Rhodamnia argentea,,,,,,24.080,,,,,,AUSTRAITS_dataset_68,
Pittosporum undulatum,10.950,mm2/mg,,,,24.100,,5.000,5.893,,,AUSTRAITS_dataset_10,
Pittosporum undulatum,,,,,,24.100,,,,,,AUSTRAITS_dataset_68,
Synoum glandulosum,,,,,,24.160,,,,,,Gallagher_field_workPHD,
Clematis aristata,,,,,,24.310,,,,,,Gallagher_field_workPHD,
Clematis aristata,,,,,,24.312,,,,,,AUSTRAITS_dataset_68,
Synoum glandulosum,10.619,m2/kg,,,,24.427,0.524,,,,,AUSTRAITS_dataset_28,
Syzygium floribundum,,,,,,24.456,636.400,30.000,,,,AUSTRAITS_dataset_49,
Argophyllum nullumense,,,,,,24.500,,8.000,,,,AUSTRAITS_dataset_49,
Endiandra pubens,,,,,,24.500,649.300,25.000,,,,AUSTRAITS_dataset_49,
Acmena smithii,,,,,,24.750,,,,,,AUSTRAITS_dataset_68,
Drypetes deplanchei,,,,,,24.750,,,,,,Gallagher_field_workPHD,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,AUSTRAITS_dataset_68,
Melodinus australis,,,,,,24.820,,,,,,Gallagher_field_workPHD,
Medicosma cunninghamii,,,,,,24.920,,,,,,AUSTRAITS_dataset_68,
Acronychia oblongifolia,,,,,,24.930,,,,,,Gallagher_field_workPHD,
Cupaniopsis newmanii,,,,,,24.938,,12.000,,,,AUSTRAITS_dataset_49,
Vitex melicopea,,,,,,24.938,490.000,30.000,,,,AUSTRAITS_dataset_49,
Flagellaria indica,,,,,,24.955,,,,,,AUSTRAITS_dataset_49,
Micromelum minutum,,,,,,24.983,,10.000,,,ephemeral,AUSTRAITS_dataset_56,
Synoum glandulosum,14.157,mm2/mg,,,,25.100,,3.000,,,,AUSTRAITS_dataset_52,
Synoum glandulosum,14.157, mm2/g,,,,25.100,,3.000,,,,AUSTRAITS_dataset_8,
Synoum glandulosum,,,,,,25.100,,,,,,AUSTRAITS_dataset_68,
Elattostachys nervosa,,,,,,25.200,662.200,40.000,,,,AUSTRAITS_dataset_49,
Rhodamnia argentea,,,,,,25.288,718.100,40.000,,,,AUSTRAITS_dataset_49,
Parsonsia straminea,26.870,mm2/mg,,,,25.300,,10.000,10.344,,,AUSTRAITS_dataset_10,
Acmena smithii,,,,,,25.300,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,,,25.300,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,25.300,,,,,,AUSTRAITS_dataset_68,
Glochidion ferdinandi,,,,,,25.351,0.490,,,,,AUSTRAITS_dataset_30,
Notelaea longifolia,,,,,,25.380,,,,,,Gallagher_field_workPHD,
Embelia australiana,,,,,,25.410,,,,,,AUSTRAITS_dataset_68,
Embelia australiana,,,,,,25.410,,,,,,Gallagher_field_workPHD,
Ficus coronata,,,,,,25.410,,,,,,AUSTRAITS_dataset_68,
Ficus coronata,15.422, mm2/g,,,,25.412,,2.500,,,,AUSTRAITS_dataset_8,
Cleistanthus cunninghamii,11.409,m2/kg,,,,25.488,0.569,,,,,AUSTRAITS_dataset_28,
Acmena smithii,104.100,cm2/g,,96.061,g/m2,25.500,,,,,,AUSTRAITS_dataset_32,
Marsdenia rostrata,,,,,,25.500,,,,,,AUSTRAITS_dataset_68,
Marsdenia rostrata,,,,,,25.500,,,,,,AUSTRAITS_dataset_68,
Marsdenia rostrata,,,,,,25.500,,,,,,AUSTRAITS_dataset_68,
Marsdenia rostrata,30.796, mm2/g,,,,25.548,,1.800,,,,AUSTRAITS_dataset_8,
Marsdenia rostrata,30.796,mm2/mg,,,,25.548,,1.800,,,,AUSTRAITS_dataset_52,
Marsdenia rostrata,,,,,,25.550,,,,,,AUSTRAITS_dataset_68,
Embelia australiana,,,,,,25.600,,,,,,AUSTRAITS_dataset_68,
Embelia australiana,,,,,,25.600,,,,,,AUSTRAITS_dataset_68,
Embelia australiana,,,,,,25.600,,,,,,AUSTRAITS_dataset_68,
Embelia australiana,,,,,,25.600,,,,,,Gallagher_field_workPHD,
Ficus coronata,,,,,,25.850,,,,,,AUSTRAITS_dataset_68,
Ficus coronata,15.496,m2/kg,,,,25.852,0.521,,,,,AUSTRAITS_dataset_28,
Acmena smithii,,,,,,25.872,530.000,20.000,,,,AUSTRAITS_dataset_49,
Dioscorea transversa,,,,,,26.030,,,,,,AUSTRAITS_dataset_68,
Dioscorea transversa,,,,,,26.030,,,,,,Gallagher_field_workPHD,
Lophostemon suaveolens,,,,136.900,,26.100,,25.000,,,,AUSTRAITS_dataset_45,
Lophostemon suaveolens,,,,136.900,g/m2,26.140,0.570,25.000,,,,AUSTRAITS_dataset_61,
Lophostemon suaveolens,,,,136.900,g/m2,26.160,,,,,,AUSTRAITS_dataset_43,
Medicosma cunninghamii,,,,,,26.163,,10.000,,,,AUSTRAITS_dataset_49,
Endiandra discolor,,,,,,26.200,,,,,,Gallagher_field_workPHD,
Pandorea pandorana,28.620,mm2/mg,,,,26.250,,0.000,5.215,,,AUSTRAITS_dataset_10,
Diospyros fasciculosa,,,,,,26.250,,,,,,AUSTRAITS_dataset_68,
Olea paniculata,,,,,,26.250,732.000,30.000,,,,AUSTRAITS_dataset_49,
Pandorea pandorana,,,,,,26.250,,,,,,AUSTRAITS_dataset_68,
Pandorea pandorana,,,,,,26.250,,,,,,AUSTRAITS_dataset_68,
Pandorea pandorana,,,,,,26.250,,,,,,AUSTRAITS_dataset_68,
Trophis scandens,,,,,,26.260,,,,,,Gallagher_field_workPHD,
Ficus coronata,,,,,,26.290,,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,,,26.400,,,,,,AUSTRAITS_dataset_68,
Flagellaria indica,,,,,,26.400,,,,,,Gallagher_field_workPHD,
Canarium australasicum,,,,,,26.600,610.000,40.000,,,,AUSTRAITS_dataset_49,
Cupaniopsis anacardioides,,,,,,26.667,,,,,,AUSTRAITS_dataset_68,
Dissiliaria baloghioides,,,,,,26.775,,35.000,,,,AUSTRAITS_dataset_49,
Cryptocarya laevigata,114.758,cm2/g,,,,26.815,,4.800,,,,AUSTRAITS_dataset_67,
Cryptocarya laevigata,,,,87.000,g/m2,26.820,,4.800,,,,AUSTRAITS_dataset_32,
Cryptocarya laevigata,,,,,,26.820,,,,,,AUSTRAITS_dataset_68,
Tabernaemontana pandacaqui,,,,,,26.830,,,,,,AUSTRAITS_dataset_68,
Tabernaemontana pandacaqui,,,,,,26.830,,,,,,AUSTRAITS_dataset_68,
Cryptocarya laevigata,,,,,,26.906,,7.000,,,,AUSTRAITS_dataset_49,
Polyscias elegans,,,,,,26.917,,,,,,AUSTRAITS_dataset_68,
Polyscias elegans,,,,,,26.917,,,,,,AUSTRAITS_dataset_68,
Elaeagnus triflora,,,,,,26.980,,,,,,AUSTRAITS_dataset_68,
Elaeagnus triflora,,,,,,26.980,,,,,,AUSTRAITS_dataset_68,
Elaeagnus triflora,,,,,,26.980,,,,,,AUSTRAITS_dataset_68,
Elaeagnus triflora,,,,,,26.980,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,,,26.980,,,,,,Gallagher_field_workPHD,
Alangium villosum,,,,67.840,g/m2,27.200,0.540,20.000,,,,AUSTRAITS_dataset_39,
Polyscias elegans,,,,,,27.360,,,,,,Gallagher_field_workPHD,
Lantana camara,,,,,,27.490,,,,,,AUSTRAITS_dataset_68,
Lantana camara,19.020, mm2/g,,,,27.491,,2.500,,,,AUSTRAITS_dataset_8,
Lantana camara,19.020,mm2/mg,,,,27.491,,2.500,,,,AUSTRAITS_dataset_52,
Diospyros fasciculosa,,,,,,27.563,690.000,30.000,,,,AUSTRAITS_dataset_49,
Neolitsea dealbata,12.157, mm2/g,,,,27.618,,3.500,,,,AUSTRAITS_dataset_8,
Elaeocarpus grandis,,,,122.000,g/m2,27.620,,34.700,,,,AUSTRAITS_dataset_32,
Neolitsea dealbata,,,,,,27.620,,,,,,AUSTRAITS_dataset_68,
Castanospermum australe,,,,117.000,g/m2,27.650,,34.800,,,,AUSTRAITS_dataset_32,
Castanospermum australe,85.536,cm2/g,,,,27.651,,34.800,,,,AUSTRAITS_dataset_67,
Pittosporum undulatum,11.559,m2/kg,,,,27.685,0.508,,,,,AUSTRAITS_dataset_28,
Stephania japonica,,,,,,27.830,,,,,,Gallagher_field_workPHD,
Acmena smithii,,,,,,27.850,,,,,,AUSTRAITS_dataset_68,
Cryptocarya glaucescens,,,,,,27.930,,,,,,AUSTRAITS_dataset_68,
Ligustrum lucidum,,,,,,27.950,,,,,,AUSTRAITS_dataset_68,
Ligustrum lucidum,12.006, mm2/g,,,,27.951,,4.500,,,,AUSTRAITS_dataset_8,
Ligustrum lucidum,12.006,mm2/mg,,,,27.951,,4.500,,,,AUSTRAITS_dataset_52,
Embelia australiana,,,,,,27.970,,,,,,AUSTRAITS_dataset_68,
Embelia australiana,,,,,,27.970,,,,,,Gallagher_field_workPHD,
Capparis arborea,7.522,m2/kg,,,,27.995,0.672,,,,,AUSTRAITS_dataset_28,
Lomandra longifolia,1.824, mm2/g,,,,28.125,,0.800,,,,AUSTRAITS_dataset_8,
Lomandra longifolia,,,,,,28.130,,,,,,AUSTRAITS_dataset_68,
Cissus hypoglauca,,,,,,28.160,,,,,,AUSTRAITS_dataset_68,
Cissus hypoglauca,,,,,,28.160,,,,,,AUSTRAITS_dataset_68,
Tabernaemontana pandacaqui,,,,,,28.175,,4.000,,,,AUSTRAITS_dataset_49,
Dioscorea transversa,,,,,,28.330,,,,,,AUSTRAITS_dataset_68,
Dioscorea transversa,,,,,,28.330,,,,,,AUSTRAITS_dataset_68,
Dioscorea transversa,,,,,,28.330,,,,,,AUSTRAITS_dataset_68,
Polyscias elegans,,,,,,28.350,400.000,30.000,,,,AUSTRAITS_dataset_49,
Ixora beckleri,,,,,,28.500,,,,,,AUSTRAITS_dataset_68,
Ixora beckleri,,,,,,28.500,,,,,,AUSTRAITS_dataset_68,
Pteridium esculentum,94.500,cm2/g,,,,28.581,,,,,,AUSTRAITS_dataset_3,
Trophis scandens,,,,,,28.670,,,,,,Gallagher_field_workPHD,
Synoum glandulosum,14.663, mm2/g,,,,28.695,,1.500,,,,AUSTRAITS_dataset_8,
Synoum glandulosum,,,,,,28.695,,,,,,AUSTRAITS_dataset_68,
Synoum glandulosum,14.663,mm2/mg,,,,28.695,,1.500,,,,AUSTRAITS_dataset_52,
Cissus hypoglauca,15.833, mm2/g,,,,28.756,,1.000,,,,AUSTRAITS_dataset_8,
Cissus hypoglauca,,,,,,28.756,,,,,,AUSTRAITS_dataset_68,
Cissus hypoglauca,15.833,mm2/mg,,,,28.756,,1.000,,,,AUSTRAITS_dataset_52,
Euroschinus falcatus,,,,,,28.940,,,,,,Gallagher_field_workPHD,
Dysoxylum rufum,,,,,,29.000,,,,,,AUSTRAITS_dataset_68,
Castanospermum australe,,,,,,29.333,,,,,,AUSTRAITS_dataset_68,
Castanospermum australe,,,,,,29.333,,,,,,AUSTRAITS_dataset_68,
Pittosporum undulatum,84.318, cm2/g,,,,29.371,,,,,,AUSTRAITS_dataset_12,
Cinnamomum oliveri,,,,,,29.400,463.000,25.000,,,,AUSTRAITS_dataset_49,
Planchonella australis,,,,,,29.400,756.800,40.000,251.327,,,AUSTRAITS_dataset_49,
Pittosporum undulatum,7.215, mm2/g,,,,29.577,,3.000,,,,AUSTRAITS_dataset_8,
Pittosporum undulatum,7.215,mm2/mg,,,,29.577,,3.000,,,,AUSTRAITS_dataset_52,
Pittosporum undulatum,,,,,,29.580,,,,,,AUSTRAITS_dataset_68,
Flagellaria indica,,,,,,29.630,,,,,,AUSTRAITS_dataset_68,
Flagellaria indica,,,,,,29.630,,,,,,Gallagher_field_workPHD,
Synoum glandulosum,8.739,m2/kg,,,,29.640,0.502,,,,,AUSTRAITS_dataset_28,
Pittosporum undulatum,,,,,,29.790,,,,,,Gallagher_field_workPHD,
Ficus fraseri,,,,,,29.925,390.000,35.000,,,,AUSTRAITS_dataset_49,
Ixora beckleri,,,,,,29.925,825.600,15.000,,,,AUSTRAITS_dataset_49,
Wilkiea huegeliana,9.840,mm2/mg,,,,30.000,,4.000,169.460,,,AUSTRAITS_dataset_10,
Ficus fraseri,,,,,,30.000,,,,,,AUSTRAITS_dataset_68,
Ficus fraseri,,,,,,30.000,,,,,,AUSTRAITS_dataset_68,
Hymenosporum flavum,,,,,,30.000,,,,,,AUSTRAITS_dataset_68,
Hymenosporum flavum,,,,,,30.000,,,,,,AUSTRAITS_dataset_68,
Notelaea longifolia,,,,,,30.030,780.000,9.000,,,,AUSTRAITS_dataset_49,
Cupaniopsis anacardioides,,,,,,30.130,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,,,30.520,,,,,,AUSTRAITS_dataset_68,
Eupomatia laurina,15.655, mm2/g,,,,30.521,,3.000,,,,AUSTRAITS_dataset_8,
Castanospermum australe,,,,,,30.625,583.000,35.000,23561.945,,,AUSTRAITS_dataset_49,
Cryptocarya macdonaldii,,,,,,30.800,,30.000,,,,AUSTRAITS_dataset_49,
Hymenosporum flavum,,,,,,30.870,570.000,28.000,,,,AUSTRAITS_dataset_49,
Cissus antarctica,,,,,,30.900,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,30.900,,,,,,Gallagher_field_workPHD,
Lophostemon confertus,,,,,,30.920,,,,,,AUSTRAITS_dataset_68,
Eupomatia laurina,,,,,,30.950,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,,,31.000,,,,,,Gallagher_field_workPHD,
Syzygium oleosum,11.054, mm2/g,,,,31.096,,17.000,,,,AUSTRAITS_dataset_8,
Syzygium oleosum,,,,,,31.100,,,,,,AUSTRAITS_dataset_68,
Pittosporum undulatum,11.593,m2/kg,,,,31.151,0.556,,,,,AUSTRAITS_dataset_28,
Stephania japonica,,,,,,31.170,,,,,,AUSTRAITS_dataset_68,
Stephania japonica,,,,,,31.170,,,,,,AUSTRAITS_dataset_68,
Ficus fraseri,22.428,m2/kg,,,,31.232,0.406,,,,,AUSTRAITS_dataset_28,
Micromelum minutum,,,,,,31.238,,9.000,,,,AUSTRAITS_dataset_49,
Beilschmiedia obtusifolia,,,,,,31.510,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,31.530,,,,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,31.530,,,,,,AUSTRAITS_dataset_68,
Parsonsia straminea,,,,,,31.530,,,,,,Gallagher_field_workPHD,
Capparis arborea,8.463,m2/kg,,,,31.538,0.621,,,,,AUSTRAITS_dataset_28,
Embelia australiana,,,,,,31.640,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,,,31.770,,,,,,Gallagher_field_workPHD,
Erythrina species 'Croftby',,,,,,31.850,215.000,30.000,62.832,,,AUSTRAITS_dataset_49,
Carex appressa,,,,,,31.860,,,,,,AUSTRAITS_dataset_68,
Cryptocarya glaucescens,10.720, mm2/g,,,,31.867,,4.000,,,,AUSTRAITS_dataset_8,
Sloanea australis,,,,,,31.900,,,,,,AUSTRAITS_dataset_68,
Sloanea australis,17.990, mm2/g,,,,31.904,,4.500,,,,AUSTRAITS_dataset_8,
Sloanea australis,17.990,mm2/mg,,,,31.904,,4.500,,,,AUSTRAITS_dataset_52,
Dioscorea transversa,,,,,,32.130,,,,,,AUSTRAITS_dataset_68,
Dioscorea transversa,,,,,,32.130,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,,,32.170,,,,,,Gallagher_field_workPHD,
Lophostemon suaveolens,,,,171.590,g/m2,32.270,0.570,30.000,,,,AUSTRAITS_dataset_39,
Alphitonia excelsa,,,,80.600,g/m2,32.280,,,,,,AUSTRAITS_dataset_43,
Alphitonia excelsa,,,,80.600,g/m2,32.300,,25.000,,,,AUSTRAITS_dataset_45,
Alphitonia excelsa,,,,80.600,g/m2,32.300,0.500,25.000,,,,AUSTRAITS_dataset_61,
Cissus antarctica,,,,,,32.340,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,32.340,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,,,,,,32.390,,,,,,Gallagher_field_workPHD,
Pittosporum undulatum,,,,,,32.390,,,,,,AUSTRAITS_dataset_68,
Pittosporum undulatum,11.750,m2/kg,,,,32.392,0.683,,,,,AUSTRAITS_dataset_28,
Cryptocarya glaucescens,9.762, mm2/g,,,,32.706,,1.200,,,,AUSTRAITS_dataset_8,
Cryptocarya glaucescens,,,,,,32.710,,,,,,AUSTRAITS_dataset_68,
Eupomatia laurina,,,,,,32.970,,,,,,AUSTRAITS_dataset_68,
Polyscias elegans,,,,,,32.970,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,15.393,m2/kg,,,,32.972,0.478,,,,,AUSTRAITS_dataset_28,
Endiandra globosa,,,,,,33.000,,,,,,AUSTRAITS_dataset_68,
Endiandra globosa,,,,,,33.000,,,,,,AUSTRAITS_dataset_68,
Rhodomyrtus psidioides,,,,,,33.000,,,,,,AUSTRAITS_dataset_68,
Capparis arborea,7.417,m2/kg,,,,33.117,0.650,,,,,AUSTRAITS_dataset_28,
Capparis arborea,,,,,,33.120,,,,,,AUSTRAITS_dataset_68,
Flagellaria indica,,,,,,33.160,,,,,,Gallagher_field_workPHD,
Synoum glandulosum,,,,,,33.280,,,,,,Gallagher_field_workPHD,
Polyscias elegans,,,,,,33.380,,,,,,Gallagher_field_workPHD,
Beilschmiedia obtusifolia,,,,,,33.600,633.000,35.000,,,,AUSTRAITS_dataset_49,
Flindersia schottiana,,,,,,33.750,,,,,,AUSTRAITS_dataset_68,
Flindersia schottiana,,,,,,33.750,,,,,,AUSTRAITS_dataset_68,
Notelaea longifolia,,,,,,33.760,,,,,,Gallagher_field_workPHD,
Olea paniculata,,,,,,33.780,,,,,,Gallagher_field_workPHD,
Clematis aristata,,,,,,34.000,,,,,,AUSTRAITS_dataset_68,
Clematis aristata,,,,,,34.000,,,,,,AUSTRAITS_dataset_68,
Clematis aristata,,,,,,34.000,,,,,,Gallagher_field_workPHD,
Clematis aristata,30.771, mm2/g,,,,34.070,,8.000,,,,AUSTRAITS_dataset_8,
Clematis aristata,,,,,,34.070,,,,,,AUSTRAITS_dataset_68,
Pittosporum undulatum,10.090, mm2/g,,,,34.245,,7.000,,,,AUSTRAITS_dataset_8,
Pittosporum undulatum,,,,,,34.250,,,,,,AUSTRAITS_dataset_68,
Eupomatia laurina,,,,,,34.280,,,,,,AUSTRAITS_dataset_68,
Eupomatia laurina,10.294, mm2/g,,,,34.281,,7.000,,,,AUSTRAITS_dataset_8,
Eupomatia laurina,10.294,mm2/mg,,,,34.281,,7.000,,,,AUSTRAITS_dataset_52,
Alangium villosum,,,,,,34.320,,,,,,Gallagher_field_workPHD,
Stephania japonica,,,,,,34.360,,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,34.540,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,15.724,m2/kg,,,,34.562,0.508,,,,,AUSTRAITS_dataset_28,
Pittosporum undulatum,,,,,,34.580,,,,,,Gallagher_field_workPHD,
Eupomatia laurina,14.433, mm2/g,,,,34.639,,4.500,,,,AUSTRAITS_dataset_8,
Eupomatia laurina,,,,,,34.640,,,,,,AUSTRAITS_dataset_68,
Rhodomyrtus psidioides,,,,,,34.650,778.300,20.000,,,,AUSTRAITS_dataset_49,
Sloanea woollsii,,,,,,34.670,,,,,,AUSTRAITS_dataset_68,
Sloanea woollsii,,,,,,34.670,,,,,,AUSTRAITS_dataset_68,
Sloanea woollsii,,,,,,34.670,,,,,,AUSTRAITS_dataset_68,
Cupaniopsis anacardioides,,,,,,34.790,,,,,,Gallagher_field_workPHD,
Stephania japonica,,,,,,34.880,,,,,,Gallagher_field_workPHD,
Alangium villosum,,,,,,34.900,,,,,,Gallagher_field_workPHD,
Glochidion ferdinandi,,,,,,34.900,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,,,34.930,,,,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,,,34.970,,,,,,Gallagher_field_workPHD,
Citronella moorei,,,,,,35.000,,,,,,AUSTRAITS_dataset_68,
Citronella moorei,,,,,,35.000,,,,,,AUSTRAITS_dataset_68,
Eupomatia bennettii,,,,,,35.000,,,,,,AUSTRAITS_dataset_68,
Eupomatia bennettii,,,,,,35.000,,,,,,AUSTRAITS_dataset_68,
Wilkiea huegeliana,,,,,,35.000,,,,,,AUSTRAITS_dataset_68,
Wilkiea huegeliana,9.194, mm2/g,,,,35.001,,2.000,,,,AUSTRAITS_dataset_8,
Cissus antarctica,11.076,mm2/mg,,,,35.379,,0.800,,,,AUSTRAITS_dataset_52,
Cissus antarctica,11.076, mm2/g,,,,35.379,,0.800,,,,AUSTRAITS_dataset_8,
Cissus antarctica,,,,,,35.380,,,,,,AUSTRAITS_dataset_68,
Lophostemon suaveolens,,,,,,35.438,,20.000,,,,AUSTRAITS_dataset_49,
Flindersia schottiana,,,,,,35.440,,,,,,Gallagher_field_workPHD,
Dysoxylum rufum,,,,,,35.525,,30.000,,,,AUSTRAITS_dataset_49,
Ficus fraseri,9.902,m2/kg,,,,35.680,0.502,,,,,AUSTRAITS_dataset_28,
Ficus fraseri,,,,,,35.680,,,,,,AUSTRAITS_dataset_68,
Arytera divaricata,,,,,,35.770,,,,,,Gallagher_field_workPHD,
Mallotus claoxyloides,,,,,,35.875,,8.000,,,,AUSTRAITS_dataset_49,
Polyscias elegans,,,,72.800,g/m2,35.900,0.220,25.000,,,,AUSTRAITS_dataset_61,
Eupomatia laurina,,,,,,35.920,,,,,,Gallagher_field_workPHD,
Lantana camara,,,,,,35.960,,,,,,AUSTRAITS_dataset_68,
Lantana camara,22.617, mm2/g,,,,35.961,,4.000,,,,AUSTRAITS_dataset_8,
Carex appressa,14.140,mm2/mg,,,,36.000,,1.000,1.001,,,AUSTRAITS_dataset_10,
Carex appressa,,,,,,36.000,,,,,,AUSTRAITS_dataset_68,
Wilkiea huegeliana,,,,,,36.060,,,,,,AUSTRAITS_dataset_68,
Trema tomentosa,,,,,,36.225,,6.000,,,,AUSTRAITS_dataset_49,
Sloanea woollsii,,,,,,36.400,533.200,45.000,,,,AUSTRAITS_dataset_49,
Lophostemon confertus,,,,,,36.444,690.000,40.000,,,,AUSTRAITS_dataset_49,
Ficus coronata,15.645, mm2/g,,,,36.716,,1.800,,,,AUSTRAITS_dataset_8,
Ficus coronata,,,,,,36.720,,,,,,AUSTRAITS_dataset_68,
Alangium villosum,15.616,m2/kg,,,,36.723,0.545,,,,,AUSTRAITS_dataset_28,
Citronella moorei,,,,,,36.750,562.000,40.000,,,,AUSTRAITS_dataset_49,
Pittosporum undulatum,,,,,,36.770,,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,37.013,,10.000,,,jul/aug/sep,AUSTRAITS_dataset_56,
Cupaniopsis anacardioides,,,,,,37.013,700.000,15.000,,,,AUSTRAITS_dataset_49,
Melodorum leichhardtii,,,,,,37.190,,,,,,AUSTRAITS_dataset_68,
Melodorum leichhardtii,,,,,,37.190,,,,,,AUSTRAITS_dataset_68,
Melodorum leichhardtii,,,,,,37.190,,,,,,AUSTRAITS_dataset_68,
Melodorum leichhardtii,,,,,,37.190,,,,,,AUSTRAITS_dataset_68,
Melodorum leichhardtii,,,,,,37.190,,,,,,AUSTRAITS_dataset_68,
Melodorum leichhardtii,,,,,,37.190,,,,,,AUSTRAITS_dataset_68,
Melodorum leichhardtii,,,,,,37.190,,,,,,AUSTRAITS_dataset_68,
Melodorum leichhardtii,,,,,,37.190,,,,,,Gallagher_field_workPHD,
Macadamia tetraphylla,,,,,,37.520,,18.000,,,,AUSTRAITS_dataset_49,
Neolitsea dealbata,13.578, mm2/g,,,,38.406,,1.700,,,,AUSTRAITS_dataset_8,
Neolitsea dealbata,,,,,,38.410,,,,,,AUSTRAITS_dataset_68,
Smilax australis,,,,,,38.520,,,,,,AUSTRAITS_dataset_68,
Smilax australis,12.725, mm2/g,,,,38.525,,0.500,,,,AUSTRAITS_dataset_8,
Arytera divaricata,,,,,,38.588,590.000,30.000,,,,AUSTRAITS_dataset_49,
Eupomatia laurina,14.900,m2/kg,,,,38.640,0.515,,,,,AUSTRAITS_dataset_28,
Stephania japonica,,,,,,38.650,,,,,,AUSTRAITS_dataset_68,
Rubus moluccanus,,,,,,38.680,,,,,,AUSTRAITS_dataset_68,
Rubus moluccanus,,,,,,38.680,,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,,,38.780,,,,,,AUSTRAITS_dataset_68,
Flagellaria indica,,,,,,38.780,,,,,,Gallagher_field_workPHD,
Trophis scandens,,,,,,38.900,,,,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,,,38.940,,,,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,,,39.040,,,,,,Gallagher_field_workPHD,
Cissus antarctica,,,,,,39.160,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,39.160,,,,,,Gallagher_field_workPHD,
Pittosporum undulatum,16.472,mm2/mg,,,,39.237,,2.300,,,,AUSTRAITS_dataset_52,
Pittosporum undulatum,16.472, mm2/g,,,,39.237,,2.300,,,,AUSTRAITS_dataset_8,
Pittosporum undulatum,,,,,,39.240,,,,,,AUSTRAITS_dataset_68,
Cissus antarctica,,,,,,39.610,,,,,,Gallagher_field_workPHD,
Marsdenia rostrata,,,,,,39.813,,,,,,AUSTRAITS_dataset_49,
