Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density,maximum height,seed mass,seed volume,flowering.onset,flowering.end,flowering.duration,source,source notes
Ficus opposita,,,,,,,,,0.9,,,,,AUSTRAITS_dataset_52,
Ficus racemosa,,,,,,,,,0.13,,,,,AUSTRAITS_dataset_52,
Ficus racemosa,,,,,,,,,,,,,,AUSTRAITS_dataset_52,
Ficus watkinsiana,,,,,,,,40,,,,,,AUSTRAITS_dataset_52,
Flagellaria indica,,,,,,,,,,,,,,AUSTRAITS_dataset_52,
Flagellaria indica,,,,,,,,,,,,,,AUSTRAITS_dataset_52,
Flagellaria indica,,,,,,,,,,,,,,AUSTRAITS_dataset_52,
Geitonoplesium cymosum,,,,,,,,0.3,,,,,,AUSTRAITS_dataset_52,
Glochidion ferdinandi,,,,,,,,6,,,,,,AUSTRAITS_dataset_52,
Glochidion ferdinandi,,,,,,,,,15.751,,,,,AUSTRAITS_dataset_52,
Guioa semiglauca,,,,,,,,12,,,,,,AUSTRAITS_dataset_52,
Heritiera trifoliolata,,,,,,,,,110,,,,,AUSTRAITS_dataset_52,
Hymenosporum flavum,,,,,,,,4,,,,,,AUSTRAITS_dataset_52,
Legnephora moorei,,,,,,,,,36,,,,,AUSTRAITS_dataset_52,
Ligustrum lucidum,,,,,,,,,21.379,,,,,AUSTRAITS_dataset_52,
Ligustrum lucidum,,,,,,,,,16,,,,,AUSTRAITS_dataset_52,
Ligustrum sinense,,,,,,,,,22.477,,,,,AUSTRAITS_dataset_52,
Ligustrum sinense,,,,,,,,,11,,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.7,,,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.8,,,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.8,,,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.8,,,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,0.3,,,,,,AUSTRAITS_dataset_52,
Lomandra longifolia,,,,,,,,1,,,,,,AUSTRAITS_dataset_52,
Maclura cochinchinensis,,,,,,,,,7.746,,,,,AUSTRAITS_dataset_52,
Melaleuca quinquenervia,,,,,,,,8,,,,,,AUSTRAITS_dataset_52,
Melia azedarach,,,,,,,,10,,,,,,AUSTRAITS_dataset_52,
Melia azedarach,,,,,,,,,530,,,,,AUSTRAITS_dataset_52,
Melodinus australis,,,,,,,,,65,,,,,AUSTRAITS_dataset_52,
Melodorum leichhardtii,,,,,,,,,83,,,,,AUSTRAITS_dataset_52,
Micromelum minutum,,,,,,,,,22,,,,,AUSTRAITS_dataset_52,
Mischocarpus pyriformis,,,,,,,,19,,,,,,AUSTRAITS_dataset_52,
Morinda jasminoides,,,,,,,,,5.445,,,,,AUSTRAITS_dataset_52,
Morinda jasminoides,,,,,,,,,8.4,,,,,AUSTRAITS_dataset_52,
Neolitsea dealbata,,,,,,,,1.7,,,,,,AUSTRAITS_dataset_52,
Notelaea longifolia,,,,,,,,3,,,,,,AUSTRAITS_dataset_52,
Ochna serrulata,,,,,,,,,83.76,,,,,AUSTRAITS_dataset_52,
Olea paniculata,,,,,,,,,67,,,,,AUSTRAITS_dataset_52,
Pandorea pandorana,,,,,,,,,5.215,,,,,AUSTRAITS_dataset_52,
Pararchidendron pruinosum,,,,,,,,,56,,,,,AUSTRAITS_dataset_52,
Parsonsia straminea,,,,,,,,,10.344,,,,,AUSTRAITS_dataset_52,
Parsonsia straminea,,,,,,,,,7.8,,,,,AUSTRAITS_dataset_52,
Passiflora edulis,,,,,,,,,11.502,,,,,AUSTRAITS_dataset_52,
Passiflora subpeltata,,,,,,,,,88,,,,,AUSTRAITS_dataset_52,
Pavetta australiensis,,,,,,,,,219,,,,,AUSTRAITS_dataset_52,
Pittosporum undulatum,,,,,,,,4,,,,,,AUSTRAITS_dataset_52,
Pittosporum undulatum,,,,,,,,,5.893,,,,,AUSTRAITS_dataset_52,
Polyscias elegans,,,,,,,,25.7,,,,,,AUSTRAITS_dataset_52,
Polyscias elegans,,,,,,,,,8.7,,,,,AUSTRAITS_dataset_52,
Pothos longipes,,,,,,,,,109,,,,,AUSTRAITS_dataset_52,
Pseudoweinmannia lachnocarpa,,,,,,,,35.2,,,,,,AUSTRAITS_dataset_52,
Psychotria loniceroides,,,,,,,,,11.994,,,,,AUSTRAITS_dataset_52,
Pteridium esculentum,,,,,,,,1.6,,,,,,AUSTRAITS_dataset_52,
Pteridium esculentum,,,,,,,,1.2,,,,,,AUSTRAITS_dataset_52,
Pteridium esculentum,,,,,,,,0.6,,,,,,AUSTRAITS_dataset_52,
Rhodamnia rubescens,,,,,,,,25,,,,,,AUSTRAITS_dataset_52,
Rubus moluccanus,,,,,,,,,0.85,,,,,AUSTRAITS_dataset_52,
Rubus rosifolius,,,,,,,,1,,,,,,AUSTRAITS_dataset_52,
Rubus rosifolius,,,,,,,,,0.3,,,,,AUSTRAITS_dataset_52,
Sarcopteryx stipata,,,,,,,,25,,,,,,AUSTRAITS_dataset_52,
Schefflera actinophylla,,,,,,,,,9.92,,,,,AUSTRAITS_dataset_52,
Schefflera actinophylla,,,,,,,,,2.7,,,,,AUSTRAITS_dataset_52,
Smilax australis,,,,,,,,0.7,,,,,,AUSTRAITS_dataset_52,
Smilax australis,,,,,,,,0.5,,,,,,AUSTRAITS_dataset_52,
Smilax australis,,,,,,,,4,,,,,,AUSTRAITS_dataset_52,
Solanum mauritianum,,,,,,,,,1.03,,,,,AUSTRAITS_dataset_52,
Solanum seaforthianum,,,,,,,,,2.32,,,,,AUSTRAITS_dataset_52,
Stephania japonica,,,,,,,,0.1,,,,,,AUSTRAITS_dataset_52,
Streblus brunonianus,,,,,,,,,12,,,,,AUSTRAITS_dataset_52,
Synoum glandulosum,,,,,,,,3.8,,,,,,AUSTRAITS_dataset_52,
Toona ciliata,,,,,,,,,2,,,,,AUSTRAITS_dataset_52,
Tristaniopsis laurina,,,,,,,,15,,,,,,AUSTRAITS_dataset_52,
Wikstroemia indica,,,,,,,,1.5,,,,,,AUSTRAITS_dataset_52,
Acacia bakeri,,,,,,,0.771,,,,,,,AUSTRAITS_dataset_34,
Acacia bakeri,,,,,,,,,39.793,,,,,AUSTRAITS_dataset_53,
Acacia fimbriata,,,,,,,,,,35.28,,,,AUSTRAITS_dataset_17,
Acacia fimbriata,,,,,,,,,,35.28,,,,AUSTRAITS_dataset_4,
Acacia fimbriata,,,,,,,,,17,,,,,AUSTRAITS_dataset_53,
Acmena smithii,,,,,,,,,,273.956,,,,AUSTRAITS_dataset_17,
Acmena smithii,,,,,,,,20,,,,,,AUSTRAITS_dataset_26,
Acmena smithii,,,,,,,0.662,,,,,,,AUSTRAITS_dataset_33,
Acmena smithii,,,,,,,,,,273.956,,,,AUSTRAITS_dataset_4,
Acmena smithii,,,,,,,,,173,,,,,AUSTRAITS_dataset_53,
Acmena smithii,,,,,,,,,360.47,,,,,Gallagher_field_workPHD,
Acronychia oblongifolia,,,,,,,,4,,,,,,AUSTRAITS_dataset_26,
Acronychia oblongifolia,,,,,,,,,2.167,,,,,AUSTRAITS_dataset_52,
Acronychia oblongifolia,,,,,,,,,15.38,,,,,Gallagher_field_workPHD,
Ailanthus triphysa,,,,,,,0.375,,,,,,,AUSTRAITS_dataset_34,
Ailanthus triphysa,,,,,,,0.366,,,,,,,AUSTRAITS_dataset_34,
Ailanthus triphysa,,,,,,,0.375,,,,,,,AUSTRAITS_dataset_34,
Ailanthus triphysa,,,,,,,0.375,,,,,,,AUSTRAITS_dataset_34,
Alangium villosum,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Alangium villosum,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Alangium villosum,,,,,,,,,191.78,,,,,Gallagher_field_workPHD,
Alchornea ilicifolia,,,,,,,,,,21.7,,,,AUSTRAITS_dataset_17,
Alchornea ilicifolia,,,,,,,,,,21.7,,,,AUSTRAITS_dataset_4,
Alchornea ilicifolia,,,,,,,,,19.5,,,,,AUSTRAITS_dataset_53,
Alectryon tomentosus,,,,,,,,,,14.1,,,,AUSTRAITS_dataset_17,
Alectryon tomentosus,,,,,,,,,,14.1,,,,AUSTRAITS_dataset_4,
Alectryon tomentosus,,,,,,,,,33.89,,,,,AUSTRAITS_dataset_53,
Alphitonia excelsa,,,,,,,,,,24.6,,,,AUSTRAITS_dataset_17,
Alphitonia excelsa,,,,,,,,,18.2,,,,,AUSTRAITS_dataset_25,
Alphitonia excelsa,,,,,,,0.575,,,,,,,AUSTRAITS_dataset_34,
Alphitonia excelsa,,,,,,,0.663,,,,,,,AUSTRAITS_dataset_34,
Alphitonia excelsa,,,,,,,,,,24.6,,,,AUSTRAITS_dataset_4,
Alyxia ruscifolia,,,,,,,,,,169.8,,,,AUSTRAITS_dataset_17,
Alyxia ruscifolia,,,,,,,,,,169.8,,,,AUSTRAITS_dataset_4,
Alyxia ruscifolia,,,,,,,,,163.774,,,,,AUSTRAITS_dataset_53,
Aphananthe philippinensis,,,,,,,,,,33.2,,,,AUSTRAITS_dataset_17,
Aphananthe philippinensis,,,,,,,,,,33.2,,,,AUSTRAITS_dataset_4,
Aphananthe philippinensis,,,,,,,0.612,,,,,,,AUSTRAITS_dataset_34,
Aphananthe philippinensis,,,,,,,0.62,,,,,,,AUSTRAITS_dataset_34,
Aphananthe philippinensis,,,,,,,0.5,,,,,,,AUSTRAITS_dataset_34,
Aphananthe philippinensis,,,,,,,,,44.108,,,,,AUSTRAITS_dataset_53,
Aphananthe philippinensis,,,,,,,,,0.1,,,,,Gallagher_field_workPHD,
Araucaria cunninghamii,,,,,,,0.441,,,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.448,,,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.445,,,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.482,,,,,,,AUSTRAITS_dataset_34,
Araucaria cunninghamii,,,,,,,0.439,,,,,,,AUSTRAITS_dataset_34,
Archirhodomyrtus beckleri,,,,,,,,,1.495,,,,,AUSTRAITS_dataset_53,
Ardisia crenata,,,,,,,,,221,,,,,AUSTRAITS_dataset_53,
Aristolochia elegans,,,,,,,,,2.104,,,,,AUSTRAITS_dataset_53,
Arytera divaricata,,,,,,,0.633,,,,,,,AUSTRAITS_dataset_34,
Arytera divaricata,,,,,,,0.633,,,,,,,AUSTRAITS_dataset_34,
Arytera divaricata,,,,,,,,,59.7,,,,,AUSTRAITS_dataset_53,
Arytera divaricata,,,,,,,,,59.7,,,,,Gallagher_field_workPHD,
Atalaya salicifolia,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Atalaya salicifolia,,,,,,,0.758,,,,,,,AUSTRAITS_dataset_34,
Atalaya salicifolia,,,,,,,,,33.27,,,,,AUSTRAITS_dataset_53,
Auranticarpa rhombifolia,,,,,,,0.745,,,,,,,AUSTRAITS_dataset_34,
Auranticarpa rhombifolia,,,,,,,0.613,,,,,,,AUSTRAITS_dataset_34,
Backhousia myrtifolia,,,,,,,,10,,,,,,AUSTRAITS_dataset_26,
Backhousia myrtifolia,,,,,,,0.851,,,,,,,AUSTRAITS_dataset_34,
Backhousia myrtifolia,,,,,,,0.908,,,,,,,AUSTRAITS_dataset_34,
Backhousia myrtifolia,,,,,,,,,8.821,,,,,AUSTRAITS_dataset_53,
Beilschmiedia obtusifolia,,,,,,,0.654,,,,,,,AUSTRAITS_dataset_34,
Beilschmiedia obtusifolia,,,,,,,0.663,,,,,,,AUSTRAITS_dataset_34,
Beilschmiedia obtusifolia,,,,,,,0.598,,,,,,,AUSTRAITS_dataset_34,
Beilschmiedia obtusifolia,,,,,,,,,384,,,,,Gallagher_field_workPHD,
Breynia oblongifolia,,,,,,,,2,,,,,,AUSTRAITS_dataset_26,
Breynia oblongifolia,,,,,,,,2.4,,,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,1.5,,,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,2,,,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,2.7,,,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,1.8,,,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,1.3,,,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,,5.66,,,,,AUSTRAITS_dataset_53,
Bridelia exaltata,,,,,,,0.659,,,,,,,AUSTRAITS_dataset_34,
Bridelia exaltata,,,,,,,0.702,,,,,,,AUSTRAITS_dataset_34,
Bursaria incana,,,,,,,,,2.712,,,,,AUSTRAITS_dataset_53,
Calamus muelleri,,,,,,,,,211.85,,,,,Gallagher_field_workPHD,
Calamus muelleri,,,,,,,,,676,,,,,Gallagher_field_workPHD,
Callerya megasperma,,,,,,,,,,17631.518,,,,AUSTRAITS_dataset_17,
Callerya megasperma,,,,,,,,,,17631.518,,,,AUSTRAITS_dataset_4,
Callistemon salignus,,,,,,,,,,0.024,,,,AUSTRAITS_dataset_17,
Callistemon salignus,,,,,,,0.839,,,,,,,AUSTRAITS_dataset_34,
Callistemon salignus,,,,,,,,,,0.024,,,,AUSTRAITS_dataset_4,
Callistemon viminalis,,,,,,,,,,0.259,,,,AUSTRAITS_dataset_17,
Callistemon viminalis,,,,,,,0.689,,,,,,,AUSTRAITS_dataset_34,
Callistemon viminalis,,,,,,,,,,0.259,,,,AUSTRAITS_dataset_4,
Callistemon viminalis,,,,,,,,,0.352,,,,,AUSTRAITS_dataset_53,
Canarium australasicum,,,,,,,0.652,,,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.652,,,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.49,,,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.652,,,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.652,,,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,,,678.88,,,,,AUSTRAITS_dataset_53,
Capparis arborea,,,,,,,0.762,,,,,,,AUSTRAITS_dataset_34,
Capparis arborea,,,,,,,,,50.98,,,,,Gallagher_field_workPHD,
Carex appressa,,,,,,,,1,,,,,,AUSTRAITS_dataset_26,
Carex appressa,,,,,,,,,0.83,,,,,AUSTRAITS_dataset_53,
Carex appressa,,,,,,,,1.5,,,,,,AUSTRAITS_dataset_57,
Carissa ovata,,,,,,,,,50.76,,,,,AUSTRAITS_dataset_6,SID
Castanospermum australe,,,,,,,,,,21127.68,,,,AUSTRAITS_dataset_17,
Castanospermum australe,,,,,,,0.596,,,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,0.65,,,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,0.63,,,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,,,,21127.68,,,,AUSTRAITS_dataset_4,
Casuarina cunninghamiana,,,,,,,0.71,,,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,0.615,,,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,0.771,,,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,,,1.57,,,,,AUSTRAITS_dataset_53,
Casuarina cunninghamiana,,,,,,,,20,,,,,,AUSTRAITS_dataset_56,
Casuarina littoralis,,,,,,,,12,,,,,,AUSTRAITS_dataset_26,
Cayratia clematidea,,,,,,,,2,,,,,,AUSTRAITS_dataset_26,
Cayratia clematidea,,,,,,,,,27.923,,,,,AUSTRAITS_dataset_6,average of the genus Cayratia from SID and coverted using logsm=0.905*log(average sm)+0.246
Cayratia clematidea,,,,,,,,,12.31,,,,,Gallagher_field_workPHD,
Cayratia clematidea,,,,,,,,,33.19,,,,,Gallagher_field_workPHD,
Cestrum nocturnum,,,,,,,,,3.236,,,,,AUSTRAITS_dataset_53,
Cinnamomum camphora,,,,,,,,,108,,,,,AUSTRAITS_dataset_53,
Cinnamomum oliveri,,,,,,,0.474,,,,,,,AUSTRAITS_dataset_34,
Cinnamomum oliveri,,,,,,,0.482,,,,,,,AUSTRAITS_dataset_34,
Cissus antarctica,,,,,,,,,65.4,,,,,AUSTRAITS_dataset_53,
Cissus antarctica,,,,,,,,,65.4,,,,,AUSTRAITS_dataset_6,SID
Cissus antarctica,,,,,,,,,65.4,,,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,,,,,,39.11,,,,,AUSTRAITS_dataset_53,
Cissus hypoglauca,,,,,,,,,39.11,,,,,AUSTRAITS_dataset_6,SID
Cissus hypoglauca,,,,,,,,,39.11,,,,,Gallagher_field_workPHD,
Citronella moorei,,,,,,,0.585,,,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,,,AUSTRAITS_dataset_34,
Clematis aristata,,,,,,,,3,,,,,,AUSTRAITS_dataset_26,
Clematis aristata,,,,,,,,,0.295,,,,,AUSTRAITS_dataset_53,
Clematis aristata,,,,,,,,,0.29,,,,,AUSTRAITS_dataset_6,SID
Clematis aristata,,,,,,,,,3.85,,,,,Gallagher_field_workPHD,
Clerodendrum floribundum,,,,,,,,,43.7,,,,,AUSTRAITS_dataset_25,
Commersonia bartramia,,,,,,,0.431,,,,,,,AUSTRAITS_dataset_34,
Commersonia bartramia,,,,,,,0.431,,,,,,,AUSTRAITS_dataset_34,
Commersonia bartramia,,,,,,,,,6,,,,,AUSTRAITS_dataset_53,
Commersonia bartramia,,,,,,,,,6,,,,,Gallagher_field_workPHD,
Cryptocarya glaucescens,,,,,,,,10,,,,,,AUSTRAITS_dataset_26,
Cryptocarya glaucescens,,,,,,,0.532,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.551,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.551,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.564,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.527,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.551,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya triplinervis,,,,,,,0.65,,,,,,,AUSTRAITS_dataset_34,
Cryptocarya triplinervis,,,,,,,,,,346.361,,,,AUSTRAITS_dataset_4,
Cryptocarya triplinervis,,,,,,,,,281.281,,,,,AUSTRAITS_dataset_53,
Cryptocarya triplinervis,,,,,,,,,281.28,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,,,,,,,,,AUSTRAITS_dataset_32,
Cupaniopsis anacardioides,,,,,,,0.835,,,,,,,AUSTRAITS_dataset_34,
Cupaniopsis anacardioides,,,,,,,,,178.63,,,,,AUSTRAITS_dataset_53,
Cupaniopsis anacardioides,,,,,,,,,199.03,,,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,,,,,250.054,,,,AUSTRAITS_dataset_17,
Cupaniopsis anacardioides,,,,,,,,,,250.054,,,,AUSTRAITS_dataset_4,
Cyperus involucratus,,,,,,,,,0.055,,,,,AUSTRAITS_dataset_53,
Derris involuta,,,,,,,,,22.45,,,,,AUSTRAITS_dataset_6,SID
Dioscorea transversa,,,,,,,,,21.307,,,,,AUSTRAITS_dataset_6,average of the genus Dioscorea from SID and coverted using logsm=0.905*log(average sm)+0.242
Dioscorea transversa,,,,,,,,,21.31,,,,,Gallagher_field_workPHD,
Diospyros australis,,,,,,,,20,,,,,,AUSTRAITS_dataset_26,
Diospyros australis,,,,,,,0.633,,,,,,,AUSTRAITS_dataset_34,
Diospyros australis,,,,,,,,,224.62,,,,,Gallagher_field_workPHD,
Diospyros pentamera,,,,,,,0.603,,,,,,,AUSTRAITS_dataset_34,
Diospyros pentamera,,,,,,,0.633,,,,,,,AUSTRAITS_dataset_34,
Diospyros pentamera,,,,,,,,,46.04,,,,,Gallagher_field_workPHD,
Diploglottis australis,,,,,,,0.577,,,,,,,AUSTRAITS_dataset_34,
Diploglottis australis,,,,,,,0.689,,,,,,,AUSTRAITS_dataset_34,
Diploglottis australis,,,,,,,0.689,,,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.844,,,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.842,,,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.857,,,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.747,,,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.799,,,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,,,91.247,,,,,AUSTRAITS_dataset_53,
Drypetes deplanchei,,,,,,,,,91.24,,,,,Gallagher_field_workPHD,
Dysoxylum rufum,,,,,,,0.551,,,,,,,AUSTRAITS_dataset_34,
Dysoxylum rufum,,,,,,,0.551,,,,,,,AUSTRAITS_dataset_34,
Dysoxylum rufum,,,,,,,,,108.47,,,,,AUSTRAITS_dataset_53,
Dysoxylum rufum,,,,,,,,,108.47,,,,,Gallagher_field_workPHD,
Elaeagnus triflora,,,,,,,,,150,,,,,AUSTRAITS_dataset_53,
Elaeagnus triflora,,,,,,,,,150,,,,,Gallagher_field_workPHD,
Elaeocarpus grandis,,,,,,,,,,45.877,,,,AUSTRAITS_dataset_17,
Elaeocarpus grandis,,,,,,,,,,45.877,,,,AUSTRAITS_dataset_4,
Elaeocarpus grandis,,,,,,,,,17.07,,,,,AUSTRAITS_dataset_53,
Elaeocarpus obovatus,,,,,,,0.607,,,,,,,AUSTRAITS_dataset_34,
Elaeocarpus obovatus,,,,,,,,,86.234,,,,,AUSTRAITS_dataset_53,
Elaeocarpus obovatus,,,,,,,,,86.23,,,,,Gallagher_field_workPHD,
Elattostachys xylocarpa,,,,,,,0.663,,,,,,,AUSTRAITS_dataset_34,
Elattostachys xylocarpa,,,,,,,0.663,,,,,,,AUSTRAITS_dataset_34,
Embelia australiana,,,,,,,,,24.17,,,,,Gallagher_field_workPHD,
Embelia australiana,,,,,,,,,94.81,,,,,Gallagher_field_workPHD,
Endiandra discolor,,,,,,,0.558,,,,,,,AUSTRAITS_dataset_34,
Endiandra discolor,,,,,,,0.663,,,,,,,AUSTRAITS_dataset_34,
Endiandra discolor,,,,,,,,,250.42,,,,,Gallagher_field_workPHD,
Endiandra globosa,,,,,,,,,,56238.3,,,,AUSTRAITS_dataset_17,
Endiandra globosa,,,,,,,0.788,,,,,,,AUSTRAITS_dataset_34,
Endiandra globosa,,,,,,,,,,56238.3,,,,AUSTRAITS_dataset_4,
Endiandra pubens,,,,,,,0.65,,,,,,,AUSTRAITS_dataset_34,
Endiandra sieberi,,,,,,,0.62,,,,,,,AUSTRAITS_dataset_34,
Endiandra sieberi,,,,,,,,,1758.5,,,,,Gallagher_field_workPHD,
Eugenia uniflora,,,,,,,,,258.292,,,,,AUSTRAITS_dataset_53,
Eupomatia laurina,,,,,,,,,,14.8,,,,AUSTRAITS_dataset_17,
Eupomatia laurina,,,,,,,,4,,,,,,AUSTRAITS_dataset_26,
Eupomatia laurina,,,,,,,0.544,,,,,,,AUSTRAITS_dataset_34,
Eupomatia laurina,,,,,,,,,,14.8,,,,AUSTRAITS_dataset_4,
Eupomatia laurina,,,,,,,,,18,,,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,0.415,,,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,,,7.62,,,,,Gallagher_field_workPHD,
Ficus coronata,,,,,,,,,,,,,,AUSTRAITS_dataset_24,
Ficus coronata,,,,,,,0.4,,,,,,,AUSTRAITS_dataset_34,
Ficus coronata,,,,,,,,,0.57,,,,,Gallagher_field_workPHD,
Ficus fraseri,,,,,,,0.401,,,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,0.396,,,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,0.396,,,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,,,0.23,,,,,AUSTRAITS_dataset_53,
Ficus fraseri,,,,,,,,,0.23,,,,,Gallagher_field_workPHD,
Ficus obliqua,,,,,,,,40,,,,,,AUSTRAITS_dataset_24,
Ficus obliqua,,,,,,,0.495,,,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,0.534,,,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,0.534,,,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,,,0.44,,,,,AUSTRAITS_dataset_53,
Ficus obliqua,,,,,,,,,0.44,,,,,Gallagher_field_workPHD,
Ficus opposita,,,,,,,,,0.9,,,,,AUSTRAITS_dataset_25,
Ficus opposita,,,,,,,,,0.845,,,,,AUSTRAITS_dataset_53,
Ficus racemosa,,,,,,,0.353,,,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,0.413,,,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,0.344,,,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,,,0.13,,,,,AUSTRAITS_dataset_53,
Ficus virens,,,,,,,0.344,,,,,,,AUSTRAITS_dataset_34,
Ficus virens,,,,,,,,,0.25,,,,,AUSTRAITS_dataset_53,
Ficus watkinsiana,,,,,,,0.331,,,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.449,,,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.331,,,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.35,,,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,,,2.856,,,,,AUSTRAITS_dataset_53,
Ficus watkinsiana,,,,,,,,,1.1,,,,,Gallagher_field_workPHD,
Flagellaria indica,,,,,,,,,,20,,,,AUSTRAITS_dataset_17,
Flagellaria indica,,,,,,,,,,,,,,AUSTRAITS_dataset_32,
Flagellaria indica,,,,,,,,,,,,,,AUSTRAITS_dataset_32,
Flagellaria indica,,,,,,,,,,20,,,,AUSTRAITS_dataset_4,
Flagellaria indica,,,,,,,,,37.963,,,,,AUSTRAITS_dataset_53,
Flagellaria indica,,,,,,,,,42.73,,,,,AUSTRAITS_dataset_6,SID
Flagellaria indica,,,,,,,,,42.73,,,,,Gallagher_field_workPHD,
Flindersia schottiana,,,,,,,0.596,,,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.602,,,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.571,,,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.574,,,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.59,,,,,,,AUSTRAITS_dataset_34,
